ID_num	ID	Plot	Subplot	Depth	Zone	Sampling_date	Dominant_plant_species_1	Subdominant_plant_species_1	Sampling_notes	Plate	Date	EEA_g	EEA_buffer	Inc_start	Inc_end	Assay_notes
501	372(G5)20-30	372	(G5)	20-30	HM	15.09.2022	Elymus athericus	Atriplex prostrata		Plate_002-3	26.06.2023	2	22	13:37	11:25	
502	372(G5)40-50	372	(G5)	40-50	HM	15.09.2022	Elymus athericus	Atriplex prostrata		Plate_002-4	26.06.2023	2.03	22.01	13:37	11:25	
503	372(G5)60-80	372	(G5)	60-80	HM	15.09.2022	Elymus athericus	Atriplex prostrata		Plate_002-5	26.06.2023	2.04	22.01	13:37	11:25	
504	372(G5)80-100	372	(G5)	80-100	HM	15.09.2022	Elymus athericus	Atriplex prostrata		Plate_002-6	26.06.2023	1.98	22.13	13:37	11:25	
505	380(A2)0-5	380	(A2)	0-5	HM	15.09.2022	Elymus athericus			Plate_101-1	22.01.2024	2.02	22.02	14:20		
506	380(A2)5-10	380	(A2)	05. Okt	HM	15.09.2022	Elymus athericus			Plate_101-2	22.01.2024	2.03	22.02	14:20		
507	380(A2)20-30	380	(A2)	20-30	HM	15.09.2022	Elymus athericus			Plate_101-3	22.01.2024	2	22.01	14:20		
508	380(A2)40-50	380	(A2)	40-50	HM	15.09.2022	Elymus athericus			Plate_101-4	22.01.2024	2.02	22.01	14:20		
509	380(A2)60-80	380	(A2)	60-80	HM	15.09.2022	Elymus athericus			Plate_101-5	22.01.2024	2	22.03	14:20		
510	380(A2)80-100	380	(A2)	80-100	HM	15.09.2022	Elymus athericus		87cm total	Plate_101-6	22.01.2024	2.03	22.01	14:20		
511	380(A6)0-5	380	(A6)	0-5	HM	15.09.2022	Elymus athericus			Plate_022-1	05.07.2023	2.03	22.03	14:00	10:20	
512	380(A6)5-10	380	(A6)	05. Okt	HM	15.09.2022	Elymus athericus			Plate_022-2	05.07.2023	1.98	22.05	14:00	10:20	
513	380(A6)20-30	380	(A6)	20-30	HM	15.09.2022	Elymus athericus			Plate_022-3	05.07.2023	2.03	22	14:00	10:20	
514	380(A6)40-50	380	(A6)	40-50	HM	15.09.2022	Elymus athericus			Plate_022-4	05.07.2023	1.99	22.05	14:00	10:20	
515	380(A6)60-80	380	(A6)	60-80	HM	15.09.2022	Elymus athericus			Plate_022-5	05.07.2023	2	22.04	14:00	10:20	
516	380(A6)80-100	380	(A6)	80-100	HM	15.09.2022	Elymus athericus			Plate_022-6	05.07.2023	2.05	22.03	14:00	10:20	
517	380(C2)0-5	380	(C2)	0-5	HM	15.09.2022	Elymus athericus		swapped labels with A2, should be correct on bags	Plate_102-1		2.05	22.03	14:35		
518	380(C2)5-10	380	(C2)	05. Okt	HM	15.09.2022	Elymus athericus			Plate_102-2	22.01.2024	2.01	22.02	14:35		
519	380(C2)20-30	380	(C2)	20-30	HM	15.09.2022	Elymus athericus			Plate_102-3	22.01.2024	2.04	22.03	14:35		
520	380(C2)40-50	380	(C2)	40-50	HM	15.09.2022	Elymus athericus			Plate_102-4	22.01.2024	2.03	22.14	14:35		
521	380(C2)60-80	380	(C2)	60-80	HM	15.09.2022	Elymus athericus			Plate_102-5	22.01.2024	2	22.16	14:35		
522	380(C2)80-100	380	(C2)	80-100	HM	15.09.2022	Elymus athericus			Plate_102-6	22.01.2024	2.04	22.19	14:35		
523	380(G5)0-5	380	(G5)	0-5	HM	15.09.2022	Elymus athericus			Plate_024-1	11.07.2023	2.03	22.02	13:20	10:20	
524	380(G5)5-10	380	(G5)	05. Okt	HM	15.09.2022	Elymus athericus			Plate_024-2	11.07.2023	2.02	22.09	13:20	10:20	
525	380(G5)20-30	380	(G5)	20-30	HM	15.09.2022	Elymus athericus			Plate_024-3	11.07.2023	2.04	22.03	13:20	10:20	
526	380(G5)40-50	380	(G5)	40-50	HM	15.09.2022	Elymus athericus			Plate_024-4	11.07.2023	2.05	22.03	13:20	10:20	
527	380(G5)60-80	380	(G5)	60-80	HM	15.09.2022	Elymus athericus			Plate_024-5	11.07.2023	2.04	22.11	13:20	10:20	
528	380(G5)80-100	380	(G5)	80-100	HM	15.09.2022	Elymus athericus			Plate_024-6	11.07.2023	2.02	22.01	13:20	10:20	
529	381(A2)0-5	381	(A2)	0-5	HM	15.09.2022	Elymus athericus			Plate_052-1	02.08.2023	2	22.02	14:10	13:20	
530	381(A2)5-10	381	(A2)	05. Okt	HM	15.09.2022	Elymus athericus			Plate_052-2	02.08.2023	2	22.01	14:10	13:20	
531	381(A2)20-30	381	(A2)	20-30	HM	15.09.2022	Elymus athericus			Plate_052-3	02.08.2023	2.01	22.02	14:10	13:20	
532	381(A2)40-50	381	(A2)	40-50	HM	15.09.2022	Elymus athericus			Plate_052-4	02.08.2023	2	22.01	14:10	13:20	
533	381(A2)60-80	381	(A2)	60-80	HM	15.09.2022	Elymus athericus			NA						
534	381(A2)80-100	381	(A2)	80-100	HM	15.09.2022	Elymus athericus			NA						
535	381(A6)0-5	381	(A6)	0-5	HM	15.09.2022	Elymus athericus	Atriplex prostrata	Used second plate reader	Plate_046-1	02.08.2023	2.02	22.17	13:15	10:40	
536	381(A6)5-10	381	(A6)	05. Okt	HM	15.09.2022	Elymus athericus	Atriplex prostrata	Used second plate reader	Plate_046-2	02.08.2023	2.01	22.05	13:15	10:40	
537	381(A6)20-30	381	(A6)	20-30	HM	15.09.2022	Elymus athericus	Atriplex prostrata	Used second plate reader	Plate_046-3	02.08.2023	1.99	22.05	13:15	10:40	
538	381(A6)40-50	381	(A6)	40-50	HM	15.09.2022	Elymus athericus	Atriplex prostrata	Used second plate reader	Plate_046-4	02.08.2023	2.03	22.06	13:15	10:40	
539	381(A6)60-80	381	(A6)	60-80	HM	15.09.2022	Elymus athericus	Atriplex prostrata	Used second plate reader	Plate_046-5	02.08.2023	2.03	22.04	13:15	10:40	
540	381(A6)80-100	381	(A6)	80-100	HM	15.09.2022	Elymus athericus	Atriplex prostrata	Used second plate reader	Plate_046-6	02.08.2023	2.03	22.06	13:15	10:40	
541	381(C2)0-5	381	(C2)	0-5	HM	15.09.2022	Elymus athericus			Plate_013-1	04.07.2023	2	22.01	14:00	10:30	
542	381(C2)5-10	381	(C2)	05. Okt	HM	15.09.2022	Elymus athericus			Plate_013-2	04.07.2023	2.02	22.02	14:00	10:30	
543	381(C2)20-30	381	(C2)	20-30	HM	15.09.2022	Elymus athericus			Plate_013-3	04.07.2023	2.05	22.24	14:00	10:30	
544	381(C2)40-50	381	(C2)	40-50	HM	15.09.2022	Elymus athericus			Plate_013-4	04.07.2023	2.04	22.01	14:00	10:30	
545	381(C2)60-80	381	(C2)	60-80	HM	15.09.2022	Elymus athericus			Plate_013-5	04.07.2023	2.02	22.01	14:00	10:30	
546	381(C2)80-100	381	(C2)	80-100	HM	15.09.2022	Elymus athericus			Plate_013-6	04.07.2023	2.02	22.18	14:00	10:30	
547	381(G5)0-5	381	(G5)	0-5	HM	15.09.2022	Elymus athericus	Atriplex prostrata	close to top pin	Plate_106-1		2.03	22.02			
548	381(G5)5-10	381	(G5)	05. Okt	HM	15.09.2022	Elymus athericus	Atriplex prostrata	close to top pin	Plate_106-2		2.02	22.06			
549	381(G5)20-30	381	(G5)	20-30	HM	15.09.2022	Elymus athericus	Atriplex prostrata	close to top pin	Plate_106-3		2.04	22.4			
550	381(G5)40-50	381	(G5)	40-50	HM	15.09.2022	Elymus athericus	Atriplex prostrata	close to top pin	Plate_106-4		2.01	22.19			
551	381(G5)60-80	381	(G5)	60-80	HM	15.09.2022	Elymus athericus	Atriplex prostrata	close to top pin	Plate_106-5		2.03	22.02			
552	381(G5)80-100	381	(G5)	80-100	HM	15.09.2022	Elymus athericus	Atriplex prostrata	close to top pin	Plate_106-6		2	22			
553	382(A2)0-5	382	(A2)	0-5	HM	15.09.2022	Elymus athericus	Atriplex prostrata		Plate_033-1	27.07.2023	2.01	22.03	13:15	16:00	
554	382(A2)5-10	382	(A2)	05. Okt	HM	15.09.2022	Elymus athericus	Atriplex prostrata		Plate_033-2	27.07.2023	2.02	22.07	13:15	16:00	
555	382(A2)20-30	382	(A2)	20-30	HM	15.09.2022	Elymus athericus	Atriplex prostrata		Plate_033-3	27.07.2023	2.02	22.07	13:15	16:00	
556	382(A2)40-50	382	(A2)	40-50	HM	15.09.2022	Elymus athericus	Atriplex prostrata		Plate_033-4	27.07.2023	2	22.04	13:15	16:00	
557	382(A2)60-80	382	(A2)	60-80	HM	15.09.2022	Elymus athericus	Atriplex prostrata		Plate_033-5	27.07.2023	2.02	22.01	13:15	16:00	
558	382(A2)80-100	382	(A2)	80-100	HM	15.09.2022	Elymus athericus	Atriplex prostrata	95cm total	Plate_033-6	27.07.2023	2.01	22.07	13:15	16:00	
559	382(A6)0-5	382	(A6)	0-5	HM	15.09.2022	Elymus athericus	Atriplex litoralis, Atriplex prostrata		Plate_099-1	22.01.2024	2.01	22.04	13:40		
560	382(A6)5-10	382	(A6)	05. Okt	HM	15.09.2022	Elymus athericus	Atriplex litoralis, Atriplex prostrata		Plate_099-2	22.01.2024	2.03	22.13	13:40		
561	382(A6)20-30	382	(A6)	20-30	HM	15.09.2022	Elymus athericus	Atriplex litoralis, Atriplex prostrata		Plate_099-3	22.01.2024	2.05	22.02	13:40		
562	382(A6)40-50	382	(A6)	40-50	HM	15.09.2022	Elymus athericus	Atriplex litoralis, Atriplex prostrata		Plate_099-4	22.01.2024	2.03	22.02	13:40		
563	382(A6)60-80	382	(A6)	60-80	HM	15.09.2022	Elymus athericus	Atriplex litoralis, Atriplex prostrata		Plate_099-5	22.01.2024	2.05	22.21	13:40		
564	382(A6)80-100	382	(A6)	80-100	HM	15.09.2022	Elymus athericus	Atriplex litoralis, Atriplex prostrata		Plate_099-6	22.01.2024	2.05	22.01	13:40		
565	382(C2)0-5	382	(C2)	0-5	HM	15.09.2022	Elymus athericus	Atriplex prostrata		Plate_071-1	26.10.2023	2.02	22.07	13:10	12:20	
566	382(C2)5-10	382	(C2)	05. Okt	HM	15.09.2022	Elymus athericus	Atriplex prostrata		Plate_071-2	26.10.2023	2	22.11	13:10	12:20	
567	382(C2)20-30	382	(C2)	20-30	HM	15.09.2022	Elymus athericus	Atriplex prostrata		Plate_071-3	26.10.2023	2.03	22.01	13:10	12:20	
568	382(C2)40-50	382	(C2)	40-50	HM	15.09.2022	Elymus athericus	Atriplex prostrata		Plate_071-4	26.10.2023	2.04	22.08	13:10	12:20	
569	382(C2)60-80	382	(C2)	60-80	HM	15.09.2022	Elymus athericus	Atriplex prostrata		Plate_071-5	26.10.2023	2.03	22.01	13:10	12:20	
570	382(C2)80-100	382	(C2)	80-100	HM	15.09.2022	Elymus athericus	Atriplex prostrata	94cm total	Plate_071-6	26.10.2023	2.01	22.04	13:10	12:20	
571	382(G5)0-5	382	(G5)	0-5	HM	15.09.2022	Elymus athericus	Atriplex prostrata	close to top pin	Plate_049-1	02.08.2023	2.02	22.1	13:10	13:20	
572	382(G5)5-10	382	(G5)	05. Okt	HM	15.09.2022	Elymus athericus	Atriplex prostrata	close to top pin	Plate_049-2	02.08.2023	2.04	22.03	13:10	13:20	
573	382(G5)20-30	382	(G5)	20-30	HM	15.09.2022	Elymus athericus	Atriplex prostrata	close to top pin	Plate_049-3	02.08.2023	2.02	22.01	13:10	13:20	
574	382(G5)40-50	382	(G5)	40-50	HM	15.09.2022	Elymus athericus	Atriplex prostrata	close to top pin	Plate_049-4	02.08.2023	2.04	22.03	13:10	13:20	
575	382(G5)60-80	382	(G5)	60-80	HM	15.09.2022	Elymus athericus	Atriplex prostrata	close to top pin	Plate_049-5	02.08.2023	2.01	22.18	13:10	13:20	
576	382(G5)80-100	382	(G5)	80-100	HM	15.09.2022	Elymus athericus	Atriplex prostrata	90cm total	Plate_049-6	02.08.2023	2.05	22.08	13:10	13:20	
577	390(A2)0-5	390	(A2)	0-5	HM	15.09.2022	Elymus athericus	Atriplex portulacoides	little material	Plate_008-1	29.06.2023	2.06	22.06	11:15	10:45	
578	390(A2)5-10	390	(A2)	05. Okt	HM	15.09.2022	Elymus athericus	Atriplex portulacoides		Plate_008-2	29.06.2023	2.07	22.06	11:15	10:45	
579	390(A2)20-30	390	(A2)	20-30	HM	15.09.2022	Elymus athericus	Atriplex portulacoides		Plate_008-3	29.06.2023	2.04	22.01	11:15	10:45	
580	390(A2)40-50	390	(A2)	40-50	HM	15.09.2022	Elymus athericus	Atriplex portulacoides		Plate_008-4	29.06.2023	2.02	22.04	11:15	10:45	
581	390(A2)60-80	390	(A2)	60-80	HM	15.09.2022	Elymus athericus	Atriplex portulacoides		Plate_008-5	29.06.2023	2	22.02	11:15	10:45	
582	390(A2)80-100	390	(A2)	80-100	HM	15.09.2022	Elymus athericus	Atriplex portulacoides	90cm total	Plate_008-6	29.06.2023	2.04	22.09	11:15	10:45	
583	390(A6)0-5	390	(A6)	0-5	HM	15.09.2022	Elymus athericus	Atriplex portulacoides, Atriplex prostrata		Plate_017-1	05.07.2023	2	22.06	11:15	14:00	
584	390(A6)5-10	390	(A6)	05. Okt	HM	15.09.2022	Elymus athericus	Atriplex portulacoides, Atriplex prostrata		Plate_017-2	05.07.2023	2	21.99	11:15	14:00	
585	390(A6)20-30	390	(A6)	20-30	HM	15.09.2022	Elymus athericus	Atriplex portulacoides, Atriplex prostrata		Plate_017-3	05.07.2023	2.03	22.03	11:15	14:00	
586	390(A6)40-50	390	(A6)	40-50	HM	15.09.2022	Elymus athericus	Atriplex portulacoides, Atriplex prostrata		Plate_017-4	05.07.2023	2.04	22.06	11:15	14:00	
587	390(A6)60-80	390	(A6)	60-80	HM	15.09.2022	Elymus athericus	Atriplex portulacoides, Atriplex prostrata		Plate_017-5	05.07.2023	2.05	22.01	11:15	14:00	
588	390(A6)80-100	390	(A6)	80-100	HM	15.09.2022	Elymus athericus	Atriplex portulacoides, Atriplex prostrata	98cm total	Plate_017-6	05.07.2023	2.04	22.01	11:15	14:00	
589	390(C2)0-5	390	(C2)	0-5	HM	15.09.2022	Elymus athericus	Atriplex prostrata		Plate_107-1		2.04	21.99			
590	390(C2)5-10	390	(C2)	05. Okt	HM	15.09.2022	Elymus athericus	Atriplex prostrata		Plate_107-2		1.98	22.07			
591	390(C2)20-30	390	(C2)	20-30	HM	15.09.2022	Elymus athericus	Atriplex prostrata		Plate_107-3		1.98	22			
592	390(C2)40-50	390	(C2)	40-50	HM	15.09.2022	Elymus athericus	Atriplex prostrata		Plate_107-4		2.01	22.04			
593	390(C2)60-80	390	(C2)	60-80	HM	15.09.2022	Elymus athericus	Atriplex prostrata		Plate_107-5		2.01	22.08			
594	390(C2)80-100	390	(C2)	80-100	HM	15.09.2022	Elymus athericus	Atriplex prostrata		Plate_107-6		2	22.01			
595	390(G5)0-5	390	(G5)	0-5	HM	15.09.2022	Elymus athericus			Plate_009-1	29.06.2023	2	22.03	13:30	10:50	
596	390(G5)5-10	390	(G5)	05. Okt	HM	15.09.2022	Elymus athericus			Plate_009-2	29.06.2023	2.04	22.01	13:30	10:50	
597	390(G5)20-30	390	(G5)	20-30	HM	15.09.2022	Elymus athericus			Plate_009-3	29.06.2023	2	22.01	13:30	10:50	
598	390(G5)40-50	390	(G5)	40-50	HM	15.09.2022	Elymus athericus			Plate_009-4	29.06.2023	2.03	22.04	13:30	10:50	
599	390(G5)60-80	390	(G5)	60-80	HM	15.09.2022	Elymus athericus			Plate_009-5	29.06.2023	2.02	22.1	13:30	10:50	
600	390(G5)80-100	390	(G5)	80-100	HM	15.09.2022	Elymus athericus			Plate_009-6	29.06.2023	2.06	22.04	13:30	10:50	
601	391(A2)0-5	391	(A2)	0-5	HM	15.09.2022		Elymus athericus, Atriplex prostrata		Plate_020-1	05.07.2023	2.04	22.01	13:30	10:15	
602	391(A2)5-10	391	(A2)	05. Okt	HM	15.09.2022		Elymus athericus, Atriplex prostrata		Plate_020-2	05.07.2023	2.01	22.53	13:30	10:15	
603	391(A2)20-30	391	(A2)	20-30	HM	15.09.2022		Elymus athericus, Atriplex prostrata		Plate_020-3	05.07.2023	2.03	22.41	13:30	10:15	
604	391(A2)40-50	391	(A2)	40-50	HM	15.09.2022		Elymus athericus, Atriplex prostrata		Plate_020-4	05.07.2023	2	22.09	13:30	10:15	
605	391(A2)60-80	391	(A2)	60-80	HM	15.09.2022		Elymus athericus, Atriplex prostrata		Plate_020-5	05.07.2023	2	22.3	13:30	10:15	
606	391(A2)80-100	391	(A2)	80-100	HM	15.09.2022		Elymus athericus, Atriplex prostrata		Plate_020-6	05.07.2023	2.01	22.32	13:30	10:15	
607	391(A6)0-5	391	(A6)	0-5	HM	15.09.2022		Elymus athericus, Atriplex prostrata	Used second plate reader	Plate_035-1	01.08.2023	2.04	22.12	11:30	11:30	
608	391(A6)5-10	391	(A6)	05. Okt	HM	15.09.2022		Elymus athericus, Atriplex prostrata	Used second plate reader	Plate_035-2	01.08.2023	2.02	22.03	11:30	11:30	
609	391(A6)20-30	391	(A6)	20-30	HM	15.09.2022		Elymus athericus, Atriplex prostrata	Used second plate reader	Plate_035-3	01.08.2023	2.01	22.06	11:30	11:30	
610	391(A6)40-50	391	(A6)	40-50	HM	15.09.2022		Elymus athericus, Atriplex prostrata	Used second plate reader	Plate_035-4	01.08.2023	2.01	22.06	11:30	11:30	
611	391(A6)60-80	391	(A6)	60-80	HM	15.09.2022		Elymus athericus, Atriplex prostrata	Used second plate reader	Plate_035-5	01.08.2023	2.02	22.05	11:30	11:30	
612	391(A6)80-100	391	(A6)	80-100	HM	15.09.2022		Elymus athericus, Atriplex prostrata	Used second plate reader	Plate_035-6	01.08.2023	2	22.05	11:30	11:30	
613	391(C2)0-5	391	(C2)	0-5	HM	15.09.2022	Elymus athericus			Plate_003-1	27.06.2023	2.03	22.01	13:30	11:00	
614	391(C2)5-10	391	(C2)	05. Okt	HM	15.09.2022	Elymus athericus			Plate_003-2	27.06.2023	2	22.03	13:30	11:00	
615	391(C2)20-30	391	(C2)	20-30	HM	15.09.2022	Elymus athericus			Plate_003-3	27.06.2023	2.01	22.01	13:30	11:00	
616	391(C2)40-50	391	(C2)	40-50	HM	15.09.2022	Elymus athericus			Plate_003-4	27.06.2023	2	22.04	13:30	11:00	
617	391(C2)60-80	391	(C2)	60-80	HM	15.09.2022	Elymus athericus			Plate_003-5	27.06.2023	2	22	13:30	11:00	
618	391(C2)80-100	391	(C2)	80-100	HM	15.09.2022	Elymus athericus			Plate_003-6	27.06.2023	2.03	22.04	13:30	11:00	
619	391(G5)0-5	391	(G5)	0-5	HM	15.09.2022	Elymus athericus			Plate_012-1	29.06.2023	2.03	22.03	14:20	11:00	
620	391(G5)5-10	391	(G5)	05. Okt	HM	15.09.2022	Elymus athericus			Plate_012-2	29.06.2023	2.04	22.03	14:20	11:00	
621	391(G5)20-30	391	(G5)	20-30	HM	15.09.2022	Elymus athericus			Plate_012-3	29.06.2023	2.03	22	14:20	11:00	
622	391(G5)40-50	391	(G5)	40-50	HM	15.09.2022	Elymus athericus			Plate_012-4	29.06.2023	2.03	22	14:20	11:00	
623	391(G5)60-80	391	(G5)	60-80	HM	15.09.2022	Elymus athericus			Plate_012-5	29.06.2023	2.02	22.02	14:20	11:00	
624	391(G5)80-100	391	(G5)	80-100	HM	15.09.2022	Elymus athericus			Plate_012-6	29.06.2023	2.04	22.02	14:20	11:00	
625	392(A2)0-5	392	(A2)	0-5	HM	15.09.2022	Elymus athericus	Atriplex prostrata	Used second plate reader	Plate_039-1	01.08.2023	2.01	22.03	13:45	11:40	
626	392(A2)5-10	392	(A2)	05. Okt	HM	15.09.2022	Elymus athericus	Atriplex prostrata	Used second plate reader	Plate_039-2	01.08.2023	2.01	22.01	13:45	11:40	
627	392(A2)20-30	392	(A2)	20-30	HM	15.09.2022	Elymus athericus	Atriplex prostrata	Used second plate reader	Plate_039-3	01.08.2023	2.02	22.02	13:45	11:40	
628	392(A2)40-50	392	(A2)	40-50	HM	15.09.2022	Elymus athericus	Atriplex prostrata	Used second plate reader	Plate_039-4	01.08.2023	2.01	22.02	13:45	11:40	
629	392(A2)60-80	392	(A2)	60-80	HM	15.09.2022	Elymus athericus	Atriplex prostrata	Used second plate reader	Plate_039-5	01.08.2023	2.01	22.01	13:45	11:40	
630	392(A2)80-100	392	(A2)	80-100	HM	15.09.2022	Elymus athericus	Atriplex prostrata	Used second plate reader	Plate_039-6	01.08.2023	2.01	22.01	13:45	11:40	
631	392(A6)0-5	392	(A6)	0-5	HM	15.09.2022	Elymus athericus	Atriplex prostrata	Used second plate reader	Plate_037-1	01.08.2023	2	22.01	13:10	11:35	
632	392(A6)5-10	392	(A6)	05. Okt	HM	15.09.2022	Elymus athericus	Atriplex prostrata	Used second plate reader	Plate_037-2	01.08.2023	2.01	22.02	13:10	11:35	
633	392(A6)20-30	392	(A6)	20-30	HM	15.09.2022	Elymus athericus	Atriplex prostrata	Used second plate reader	Plate_037-3	01.08.2023	2.01	22.01	13:10	11:35	
634	392(A6)40-50	392	(A6)	40-50	HM	15.09.2022	Elymus athericus	Atriplex prostrata	Used second plate reader	Plate_037-4	01.08.2023	2.01	22.03	13:10	11:35	
635	392(A6)60-80	392	(A6)	60-80	HM	15.09.2022	Elymus athericus	Atriplex prostrata	Used second plate reader	Plate_037-5	01.08.2023	2.01	22.03	13:10	11:35	
636	392(A6)80-100	392	(A6)	80-100	HM	15.09.2022	Elymus athericus	Atriplex prostrata	Used second plate reader	Plate_037-6	01.08.2023	2.01	22.02	13:10	11:35	
637	392(C2)0-5	392	(C2)	0-5	HM	15.09.2022	Elymus athericus	Atriplex litoralis, Atriplex prostrata		Plate_031-1	27.07.2023	2	22.02	12:35	15:50	
638	392(C2)5-10	392	(C2)	05. Okt	HM	15.09.2022	Elymus athericus	Atriplex litoralis, Atriplex prostrata		Plate_031-2	27.07.2023	2	22.02	12:35	15:50	
639	392(C2)20-30	392	(C2)	20-30	HM	15.09.2022	Elymus athericus	Atriplex litoralis, Atriplex prostrata		Plate_031-3	27.07.2023	2	22.02	12:35	15:50	
640	392(C2)40-50	392	(C2)	40-50	HM	15.09.2022	Elymus athericus	Atriplex litoralis, Atriplex prostrata		Plate_031-4	27.07.2023	2.01	22.02	12:35	15:50	
641	392(C2)60-80	392	(C2)	60-80	HM	15.09.2022	Elymus athericus	Atriplex litoralis, Atriplex prostrata		Plate_031-5	27.07.2023	2.01	22.07	12:35	15:50	
642	392(C2)80-100	392	(C2)	80-100	HM	15.09.2022	Elymus athericus	Atriplex litoralis, Atriplex prostrata		Plate_031-6	27.07.2023	2	22.01	12:35	15:50	
643	392(G5)0-5	392	(G5)	0-5	HM	15.09.2022	Elymus athericus			Plate_042-1	01.08.2023	1.98	21.98	16:25	16:15	
644	392(G5)5-10	392	(G5)	05. Okt	HM	15.09.2022	Elymus athericus			Plate_042-2	01.08.2023	2.01	22.12	16:25	16:15	
645	392(G5)20-30	392	(G5)	20-30	HM	15.09.2022	Elymus athericus			Plate_042-3	01.08.2023	2.04	22.07	16:25	16:15	
646	392(G5)40-50	392	(G5)	40-50	HM	15.09.2022	Elymus athericus			Plate_042-4	01.08.2023	2.02	21.99	16:25	16:15	
647	392(G5)60-80	392	(G5)	60-80	HM	15.09.2022	Elymus athericus			Plate_042-5	01.08.2023	2.01	22	16:25	16:15	
648	392(G5)80-100	392	(G5)	80-100	HM	15.09.2022	Elymus athericus		90cm total	Plate_042-6	01.08.2023	2.05	22.04	16:25	16:15	
