"UID","Plate.x","Depth.x","ID.y","Subplot","Depth.y","Zone","Sampling_date","Dominant_plant_species_1","Subdominant_plant_species_1","Plate.y","Date","Inc_start","Inc_end","Crucible_ID","ID.x","Blank","Standard","Sub_ctrl","Hom_ctrl","Quench","Assay","n","ID_num","Plot","EEA_g","EEA_buffer","Crucible_weight","Crucible_FW","Crucible_DW_105","Crucible_LOI_550","LOI_g","OM_.","OM_g","Enzyme","Inc_time","Total_g","Quench_coeff","Emission_coeff","Net_fluorescence","Activity_OM","Treatment","Layer"
"Plate_300-5","Plate_300","60-80 cm","382(C2)60-80","(C2)","60-80","High marsh","15.09.2022","Elymus athericus","Atriplex prostrata","Plate_300-5","20.01.2025",2025-07-08 12:27:00,2025-07-08 11:49:00,"17",5,143.25,1491261.25,36270.25,5865.25,833961.5,4208771.5,5,569,"382",2.03,22.01,16.7368,19.58987,18.8832,18.8151,0.0681,0.023869025,0.048454121,"LEU",23.3666666666667,24.04,0.555299247532919,298252.25,7532452.86401943,2454.79515898167,"+3.0°C","Subsoil
(40-100 cm)"
"Plate_300-6","Plate_300","80-100 cm","382(C2)80-100","(C2)","80-100","High marsh","15.09.2022","Elymus athericus","Atriplex prostrata","Plate_300-6","20.01.2025",2025-07-08 12:27:00,2025-07-08 11:49:00,"53",6,143.25,1491261.25,36270.25,4797.25,1502052.75,2763843.5,5,570,"382",2.01,22.04,18.2363,21.1862,20.3992,20.3264,0.0728,0.024678803,0.049604393,"LEU",23.3666666666667,24.05,1.00401958409367,298252.25,2711730.18117745,864.425237197772,"+3.0°C","Subsoil
(40-100 cm)"
"Plate_301-1","Plate_301","0-5 cm","131(A2)0-5","(A2)","0-5","Pioneer zone","14.09.2022","","Spartina anglica, Salicornia europaea, Puccinellia maritima","Plate_301-1","20.01.2025",2025-07-08 12:44:00,2025-07-08 11:51:00,"72",1,133,1814599,33508.75,3528.5,1126805.25,4444299.25,5,169,"131",2.05,22.04,17.0245,19.2181,18.2032,18.0862,0.117,0.05333698,0.10934081,"LEU",23.1166666666667,24.09,0.619022026354032,362919.8,7140340.58159104,857.792730591372,"+1.5°C","Topsoil
(0-30 cm)"
"Plate_301-2","Plate_301","5-10 cm","131(A2)5-10","(A2)","5-10","Pioneer zone","14.09.2022","","Spartina anglica, Salicornia europaea, Puccinellia maritima","Plate_301-2","20.01.2025",2025-07-08 12:44:00,2025-07-08 11:51:00,"87",2,133,1814599,33508.75,3170.5,970909.5,4602386.75,5,170,"131",2,22.07,18.3779,20.5059,19.7213,19.6436,0.0777,0.036513158,0.073026316,"LEU",23.1166666666667,24.07,0.533307358815915,362919.8,8590441.72428465,1547.29302522556,"+1.5°C","Topsoil
(0-30 cm)"
"Plate_301-3","Plate_301","20-30 cm","131(A2)20-30","(A2)","20-30","Pioneer zone","14.09.2022","","Spartina anglica, Salicornia europaea, Puccinellia maritima","Plate_301-3","20.01.2025",2025-07-08 12:44:00,2025-07-08 11:51:00,"46",3,133,1814599,33508.75,3311.25,711269.5,2831635.75,5,171,"131",2.03,22.18,17.6324,19.9203,19.1016,19.025,0.0766,0.033480484,0.067965383,"LEU",23.1166666666667,24.21,0.390145839383798,362919.8,7215894.45898231,1403.45365700757,"+1.5°C","Topsoil
(0-30 cm)"
"Plate_301-4","Plate_301","40-50 cm","131(A2)40-50","(A2)","40-50","Pioneer zone","14.09.2022","","Spartina anglica, Salicornia europaea, Puccinellia maritima","Plate_301-4","20.01.2025",2025-07-08 12:44:00,2025-07-08 11:51:00,"1",4,138.5,1774722.25,33272.75,4262.75,1032759.5,2362935.5,5,172,"131",2.04,22.07,16.8593,19.1827,18.3213,18.2318,0.0895,0.038521133,0.078583111,"LEU",23.1166666666667,24.11,0.579525472225302,354944.45,4036734.28686588,690.856236601493,"+1.5°C","Subsoil
(40-100 cm)"
"Plate_301-5","Plate_301","60-80 cm","131(A2)60-80","(A2)","60-80","Pioneer zone","14.09.2022","","Spartina anglica, Salicornia europaea, Puccinellia maritima","Plate_301-5","20.01.2025",2025-07-08 12:44:00,2025-07-08 11:51:00,"42",5,138.5,1774722.25,33272.75,5313,843639.5,1799993,5,173,"131",2.03,22.04,17.6569,19.7561,19.0933,19.0285,0.0648,0.030868902,0.062663872,"LEU",23.1166666666667,24.07,0.472370535727492,354944.45,3766032.80413672,807.166011599471,"+1.5°C","Subsoil
(40-100 cm)"
"Plate_301-6","Plate_301","80-100 cm","131(A2)80-100","(A2)","80-100","Pioneer zone","14.09.2022","","Spartina anglica, Salicornia europaea, Puccinellia maritima","Plate_301-6","20.01.2025",2025-07-08 12:44:00,2025-07-08 11:51:00,"75",6,138.5,1774722.25,33272.75,9667.75,906350.25,1056863,5,174,"131",2.03,22.02,17.3222,19.557,18.8101,18.7476,0.0625,0.027966708,0.056772418,"LEU",23.1166666666667,24.05,0.505252300747342,354944.45,2039345.71893333,482.009038739903,"+1.5°C","Subsoil
(40-100 cm)"
"Plate_302-1","Plate_302","0-5 cm","392(A6)0-5","(A6)","0-5","High marsh","15.09.2022","Elymus athericus","Atriplex prostrata","Plate_302-1","20.01.2025",2025-07-08 13:01:00,2025-07-08 11:53:00,"190",1,163.25,1558109.25,37406,7651.5,847020.5,4111587.75,5,631,"392",2,22.01,18.1603,20.3872,19.5555,19.3969,0.1586,0.071220082,0.142440163,"LEU",22.8666666666667,24.01,0.538709978135359,311621.85,7580675.00196137,821.929750490263,"+3.0°C","Topsoil
(0-30 cm)"
"Plate_302-2","Plate_302","5-10 cm","392(A6)5-10","(A6)","5-10","High marsh","15.09.2022","Elymus athericus","Atriplex prostrata","Plate_302-2","20.01.2025",2025-07-08 13:01:00,2025-07-08 11:53:00,"191",2,163.25,1558109.25,37406,5938.75,1473608.75,3990389.25,5,632,"392",2.01,22.02,18.8618,19.6524,19.3711,19.3336,0.0375,0.04743233,0.095338983,"LEU",22.8666666666667,24.03,0.941955771073177,311621.85,4192570.20733348,679.463896695135,"+3.0°C","Topsoil
(0-30 cm)"
"Plate_302-3","Plate_302","20-30 cm","392(A6)20-30","(A6)","20-30","High marsh","15.09.2022","Elymus athericus","Atriplex prostrata","Plate_302-3","20.01.2025",2025-07-08 13:01:00,2025-07-08 11:53:00,"188",3,163.25,1558109.25,37406,6727.25,1099920.75,3670996.5,5,633,"392",2.01,22.01,18.1463,20.5455,19.9397,19.8606,0.0791,0.032969323,0.066268339,"LEU",22.8666666666667,24.02,0.701615435502998,311621.85,5185211.78259344,1208.42499155181,"+3.0°C","Topsoil
(0-30 cm)"
"Plate_302-4","Plate_302","40-50 cm","392(A6)40-50","(A6)","40-50","High marsh","15.09.2022","Elymus athericus","Atriplex prostrata","Plate_302-4","20.01.2025",2025-07-08 13:01:00,2025-07-08 11:53:00,"189",4,144,2382161.75,34458.25,5598.25,1259053.75,2461148.25,5,634,"392",2.01,22.03,17.2671,20.483,19.6475,19.5591,0.0884,0.027488417,0.055251718,"LEU",22.8666666666667,24.04,0.526184042708267,476432.35,4632254.9162931,847.670485972067,"+3.0°C","Subsoil
(40-100 cm)"
"Plate_302-5","Plate_302","60-80 cm","392(A6)60-80","(A6)","60-80","High marsh","15.09.2022","Elymus athericus","Atriplex prostrata","Plate_302-5","20.01.2025",2025-07-08 13:01:00,2025-07-08 11:53:00,"187",5,144,2382161.75,34458.25,4191,2398147.25,1355089.5,5,635,"392",2.01,22.03,17.6697,20.32,19.6494,19.5959,0.0535,0.020186394,0.040574652,"LEU",22.8666666666667,24.04,1.00495117512486,476432.35,1309784.66790311,326.381471830249,"+3.0°C","Subsoil
(40-100 cm)"
"Plate_302-6","Plate_302","80-100 cm","392(A6)80-100","(A6)","80-100","High marsh","15.09.2022","Elymus athericus","Atriplex prostrata","Plate_302-6","20.01.2025",2025-07-08 13:01:00,2025-07-08 11:53:00,"192",6,144,2382161.75,34458.25,4821,947758.5,1423091,5,636,"392",2.01,22.02,18.9353,21.5297,20.8848,20.823,0.0618,0.023820537,0.047879278,"LEU",22.8666666666667,24.03,0.395832692721223,476432.35,3548545.44342878,749.007202329809,"+3.0°C","Subsoil
(40-100 cm)"
"Plate_303-1","Plate_303","0-5 cm","110(G5)0-5","(G5)","0-5","Pioneer zone","13.09.2022","Puccinellia maritima","Spartina anglica, Salicornia europaea","Plate_303-1","20.01.2025",2025-07-08 15:10:00,2025-07-08 11:55:00,"154",1,133.5,1629237,35733.75,3236.25,1149765.75,4035433.75,5,19,"110",2.02,22.06,17.3369,21.0523,19.5965,19.4404,0.1561,0.042014319,0.084868924,"LEU",20.75,24.08,0.703721742140646,325847.4,5694084.24274027,1094.50649590937,"ambient","Topsoil
(0-30 cm)"
"Plate_303-2","Plate_303","5-10 cm","110(G5)5-10","(G5)","5-10","Pioneer zone","13.09.2022","Puccinellia maritima","Spartina anglica, Salicornia europaea","Plate_303-2","20.01.2025",2025-07-08 15:10:00,2025-07-08 11:55:00,"96",2,133.5,1629237,35733.75,3243,940942.25,4043474.25,5,20,"110",2.05,22,16.5531,20.1466,18.8419,18.7192,0.1227,0.034144984,0.069997217,"LEU",20.75,24.05,0.57554502506388,325847.4,6984101.49147668,1623.26749611628,"ambient","Topsoil
(0-30 cm)"
"Plate_303-3","Plate_303","20-30 cm","110(G5)20-30","(G5)","20-30","Pioneer zone","13.09.2022","Puccinellia maritima","Spartina anglica, Salicornia europaea","Plate_303-3","20.01.2025",2025-07-08 15:10:00,2025-07-08 11:55:00,"53",3,133.5,1629237,35733.75,2808.5,1102438.5,3226352,5,21,"110",2.01,22.06,18.2366,20.3226,19.588,19.5182,0.0698,0.03346117,0.067256951,"LEU",20.75,24.07,0.674935567999008,325847.4,4740342.14944754,1149.7824237592,"ambient","Topsoil
(0-30 cm)"
"Plate_303-4","Plate_303","40-50 cm","110(G5)40-50","(G5)","40-50","Pioneer zone","13.09.2022","Puccinellia maritima","Spartina anglica, Salicornia europaea","Plate_303-4","20.01.2025",2025-07-08 15:10:00,2025-07-08 11:55:00,"156",4,136.5,1470029.5,32475.5,4201.25,927339.75,3245321.5,5,22,"110",2.05,22.02,22.9642,25.1944,24.1712,24.1005,0.0707,0.031701193,0.064987445,"LEU",20.75,24.07,0.627972771974984,294005.9,5128767.78098912,1424.28448975801,"ambient","Subsoil
(40-100 cm)"
"Plate_303-5","Plate_303","60-80 cm","110(G5)60-80","(G5)","60-80","Pioneer zone","13.09.2022","Puccinellia maritima","Spartina anglica, Salicornia europaea","Plate_303-5","20.01.2025",2025-07-08 15:10:00,2025-07-08 11:55:00,"28",5,136.5,1470029.5,32475.5,3051,1108025,1347724.75,5,23,"110",2.06,22.1,17.2767,20.1538,18.9906,18.9012,0.0894,0.031072955,0.064010288,"LEU",20.75,24.16,0.751667908705233,294005.9,1756444.49302755,497.018758064685,"ambient","Subsoil
(40-100 cm)"
"Plate_303-6","Plate_303","80-100 cm","110(G5)80-100","(G5)","80-100","Pioneer zone","13.09.2022","Puccinellia maritima","Spartina anglica, Salicornia europaea","Plate_303-6","20.01.2025",2025-07-08 15:10:00,2025-07-08 11:55:00,"5",6,136.5,1470029.5,32475.5,3301.75,1134638.5,956532.5,5,24,"110",2.04,22.1,16.7471,19.9781,18.9335,18.8463,0.0872,0.026988548,0.055056639,"LEU",20.75,24.14,0.769601392353011,294005.9,1206127.70351754,396.800059188346,"ambient","Subsoil
(40-100 cm)"
"Plate_304-1","Plate_304","0-5 cm","132(G5)0-5","(G5)","0-5","Pioneer zone","14.09.2022","Spartina anglica","Salicornia europaea","Plate_304-1","20.01.2025",2025-07-08 15:27:00,2025-07-08 11:57:00,"175",1,159.5,1599291.5,34045.75,4153.25,1112114,4718090.25,5,211,"132",2.01,22.01,17.5274,19.9731,18.9237,18.7926,0.1311,0.053604285,0.107744613,"LEU",20.5,24.02,0.692782241386264,319858.3,6770310.24874409,1054.60922564488,"+3.0°C","Topsoil
(0-30 cm)"
"Plate_304-2","Plate_304","5-10 cm","132(G5)5-10","(G5)","5-10","Pioneer zone","14.09.2022","Spartina anglica","Salicornia europaea","Plate_304-2","20.01.2025",2025-07-08 15:27:00,2025-07-08 11:57:00,"33",2,159.5,1599291.5,34045.75,3425.5,1134139.25,4036266.25,5,212,"132",2.02,22.02,17.7668,20.3377,19.3434,19.2567,0.0867,0.033723599,0.068121669,"LEU",20.5,24.04,0.707009166246429,319858.3,5670039.7732623,1397.57994113181,"+3.0°C","Topsoil
(0-30 cm)"
"Plate_304-3","Plate_304","20-30 cm","132(G5)20-30","(G5)","20-30","Pioneer zone","14.09.2022","Spartina anglica","Salicornia europaea","Plate_304-3","20.01.2025",2025-07-08 15:27:00,2025-07-08 11:57:00,"63",3,159.5,1599291.5,34045.75,3806.5,1001441.75,3240691.75,5,213,"132",2.01,22,16.7843,19.4013,18.40475,18.3086,0.09615,0.036740543,0.073848491,"LEU",20.5,24.01,0.623798256915641,319858.3,5154947.98974644,1171.01878471025,"+3.0°C","Topsoil
(0-30 cm)"
"Plate_304-4","Plate_304","40-50 cm","132(G5)40-50","(G5)","40-50","Pioneer zone","14.09.2022","Spartina anglica","Salicornia europaea","Plate_304-4","20.01.2025",2025-07-08 15:27:00,2025-07-08 11:57:00,"153",4,132.75,1516022,32901.5,2975,718818.75,1131845.25,5,214,"132",2.02,22.01,17.107,19.959,18.9603,18.8672,0.0931,0.032643759,0.065940393,"LEU",20.5,24.03,0.472185594932,303204.4,2357832.6988325,633.0851718713,"+3.0°C","Subsoil
(40-100 cm)"
"Plate_304-5","Plate_304","60-80 cm","132(G5)60-80","(G5)","60-80","Pioneer zone","14.09.2022","Spartina anglica","Salicornia europaea","Plate_304-5","20.01.2025",2025-07-08 15:27:00,2025-07-08 11:57:00,"7",5,132.75,1516022,32901.5,3164.75,1226514.5,1300133.75,5,215,"132",2.02,22.02,18.7191,21.5145,20.6905,20.6065,0.084,0.030049367,0.060699721,"LEU",20.5,24.04,0.806947227678754,303204.4,1574352.30237173,459.423480159732,"+3.0°C","Subsoil
(40-100 cm)"
"Plate_304-6","Plate_304","80-100 cm","132(G5)80-100","(G5)","80-100","Pioneer zone","14.09.2022","Spartina anglica","Salicornia europaea","Plate_304-6","20.01.2025",2025-07-08 15:27:00,2025-07-08 11:57:00,"136",6,132.75,1516022,32901.5,3124.5,1055383,1195242.25,5,216,"132",2.02,22,19.0896,21.5331,20.7611,20.6751,0.086,0.035195416,0.071094741,"LEU",20.5,24.02,0.694091840355879,303204.4,1684620.13141519,419.341490597891,"+3.0°C","Subsoil
(40-100 cm)"
"Plate_305-1","Plate_305","0-5 cm","260(C2)0-5","(C2)","0-5","Low marsh","12.09.2022","","Atriplex portulacoides, Limonium vulgare","Plate_305-1","20.01.2025",2025-07-08 15:45:00,2025-07-08 11:59:00,"69",1,143.5,1834691.5,33439.5,5774.25,958285.75,3402780.5,5,373,"260",2.02,22.02,18.2489,19.7526,19.1021,19.0056,0.0965,0.064175035,0.129633571,"LEU",20.2333333333333,24.04,0.519167118831695,366938.3,6509745.00992127,744.686242652084,"ambient","Topsoil
(0-30 cm)"
"Plate_305-2","Plate_305","5-10 cm","260(C2)5-10","(C2)","5-10","Low marsh","12.09.2022","","Atriplex portulacoides, Limonium vulgare","Plate_305-2","20.01.2025",2025-07-08 15:45:00,2025-07-08 11:59:00,"101",2,143.5,1834691.5,33439.5,4755.75,1208760.5,3908726.5,5,374,"260",2.03,22.01,18.6719,21.0705,20.1166,19.9621,0.1545,0.064412574,0.130757525,"LEU",20.2333333333333,24.04,0.656243706366983,366938.3,5915525.36186921,670.588644603789,"ambient","Topsoil
(0-30 cm)"
"Plate_305-3","Plate_305","20-30 cm","260(C2)20-30","(C2)","20-30","Low marsh","12.09.2022","","Atriplex portulacoides, Limonium vulgare","Plate_305-3","20.01.2025",2025-07-08 15:45:00,2025-07-08 11:59:00,"175",3,143.5,1834691.5,33439.5,3749.25,1021173.25,3214645.5,5,375,"260",2.01,22.03,17.5281,20.7805,19.7174,19.6021,0.1153,0.035450744,0.071255996,"LEU",20.2333333333333,24.04,0.55454772641613,366938.3,5756677.55764448,1198.60065341183,"ambient","Topsoil
(0-30 cm)"
"Plate_305-4","Plate_305","40-50 cm","260(C2)40-50","(C2)","40-50","Low marsh","12.09.2022","","Atriplex portulacoides, Limonium vulgare","Plate_305-4","20.01.2025",2025-07-08 15:45:00,2025-07-08 11:59:00,"84",4,141.25,1827972.5,33210.25,3958,957329.75,3037046.5,5,376,"260",2.01,22.06,21.7893,24.6573,23.7177,23.612,0.1057,0.036854951,0.074078452,"LEU",20.2333333333333,24.07,0.52154600246995,365594.5,5782362.07849227,1163.91645147831,"ambient","Subsoil
(40-100 cm)"
"Plate_305-5","Plate_305","60-80 cm","260(C2)60-80","(C2)","60-80","Low marsh","12.09.2022","","Atriplex portulacoides, Limonium vulgare","Plate_305-5","20.01.2025",2025-07-08 15:45:00,2025-07-08 11:59:00,"3",5,141.25,1827972.5,33210.25,4080,1017860,2977054.75,5,377,"260",2,22,16.7969,19.3227,18.6427,18.5621,0.0806,0.031910682,0.063821364,"LEU",20.2333333333333,24,0.55459258823642,365594.5,5327436.12909051,1241.30288591722,"ambient","Subsoil
(40-100 cm)"
"Plate_305-6","Plate_305","80-100 cm","260(C2)80-100","(C2)","80-100","Low marsh","12.09.2022","","Atriplex portulacoides, Limonium vulgare","Plate_305-6","20.01.2025",2025-07-08 15:45:00,2025-07-08 11:59:00,"148",6,141.25,1827972.5,33210.25,3219.75,896252,519198,5,378,"260",2.02,22.01,19.8408,22.738,21.9924,21.9142,0.0782,0.026991578,0.054522988,"LEU",20.2333333333333,24.03,0.488537026678465,365594.5,1022959.95168994,279.127059410952,"ambient","Subsoil
(40-100 cm)"
"Plate_306-1","Plate_306","0-5 cm","120(A2)0-5","(A2)","0-5","Pioneer zone","13.09.2022","Spartina anglica","Salicornia europaea","Plate_306-1","20.01.2025",2025-07-08 16:04:00,2025-07-08 12:02:00,"66",1,139,2303709,31795.75,4191.25,1336253.75,2606009.75,5,73,"120",2.02,22.13,16.8844,19.3183,18.2354,18.1233,0.1121,0.046057767,0.09303669,"LEU",19.9666666666667,24.15,0.578225157778174,460741.8,4467867.5126596,577.609425296244,"ambient","Topsoil
(0-30 cm)"
"Plate_306-2","Plate_306","5-10 cm","120(A2)5-10","(A2)","5-10","Pioneer zone","13.09.2022","Spartina anglica","Salicornia europaea","Plate_306-2","20.01.2025",2025-07-08 16:04:00,2025-07-08 12:02:00,"114",2,139,2303709,31795.75,3212,1376612,1785158.5,5,74,"120",2.04,22.26,17.3211,19.9803,18.9918,18.8907,0.1011,0.038018953,0.077558664,"LEU",19.9666666666667,24.3,0.596169047392705,460741.8,2957199.58243665,461.298772276353,"ambient","Topsoil
(0-30 cm)"
"Plate_306-3","Plate_306","20-30 cm","120(A2)20-30","(A2)","20-30","Pioneer zone","13.09.2022","Spartina anglica","Salicornia europaea","Plate_306-3","20.01.2025",2025-07-08 16:04:00,2025-07-08 12:02:00,"132",3,139,2303709,31795.75,3139,1157835,795739.5,5,75,"120",2.03,22.07,18.1636,21.2119,20.1008,19.9991,0.1017,0.033362858,0.067726602,"LEU",19.9666666666667,24.1,0.501233445717319,460741.8,1549504.35431707,274.437004031182,"ambient","Topsoil
(0-30 cm)"
"Plate_306-4","Plate_306","40-50 cm","120(A2)40-50","(A2)","40-50","Pioneer zone","13.09.2022","Spartina anglica","Salicornia europaea","Plate_306-4","20.01.2025",2025-07-08 16:04:00,2025-07-08 12:02:00,"26",4,141.75,1906535.5,31618.5,6320,1110708.5,753438.5,5,76,"120",2.02,22.02,20.2944,22.8833,21.897,21.8072,0.0898,0.034686546,0.070066824,"LEU",19.9666666666667,24.04,0.579264587520138,381307.1,1258152.21289383,259.673488844938,"ambient","Subsoil
(40-100 cm)"
"Plate_306-5","Plate_306","60-80 cm","120(A2)60-80","(A2)","60-80","Pioneer zone","13.09.2022","Spartina anglica","Salicornia europaea","Plate_306-5","20.01.2025",2025-07-08 16:04:00,2025-07-08 12:02:00,"86",5,141.75,1906535.5,31618.5,3254.75,1096401.25,291878.25,5,77,"120",2.04,22,17.1944,20.2177,19.2393,19.1381,0.1012,0.033473357,0.068285648,"LEU",19.9666666666667,24.04,0.573368028027802,381307.1,471764.119698503,99.8177319781842,"ambient","Subsoil
(40-100 cm)"
"Plate_306-6","Plate_306","80-100 cm","120(A2)80-100","(A2)","80-100","Pioneer zone","13.09.2022","Spartina anglica","Salicornia europaea","Plate_306-6","20.01.2025",2025-07-08 16:04:00,2025-07-08 12:02:00,"13",6,141.75,1906535.5,31618.5,3729.75,1107209.75,463398,5,78,"120",2,22.15,18.0471,21.1072,20.1902,20.112,0.0782,0.02555472,0.051109441,"LEU",19.9666666666667,24.15,0.578788068724658,381307.1,762572.456653383,217.041738381144,"ambient","Subsoil
(40-100 cm)"
"Plate_307-1","Plate_307","0-5 cm","380(A6)0-5","(A6)","0-5","High marsh","15.09.2022","Elymus athericus","","Plate_307-1","20.01.2025",2025-07-08 16:24:00,2025-07-08 12:04:00,"26",1,658.75,2595326.75,31667.25,5344.75,943983.25,4008328.25,5,511,"380",2.03,22.03,20.2944,21.7562,21.2182,21.0991,0.1191,0.081474894,0.165394035,"LEU",19.6666666666667,24.06,0.361664865512599,519065.35,11036545.0142089,720.020733353543,"ambient","Topsoil
(0-30 cm)"
"Plate_307-2","Plate_307","5-10 cm","380(A6)5-10","(A6)","5-10","High marsh","15.09.2022","Elymus athericus","","Plate_307-2","20.01.2025",2025-07-08 16:24:00,2025-07-08 12:04:00,"158",2,658.75,2595326.75,31667.25,4875.25,1329357.75,3754209.75,5,512,"380",1.98,22.05,22.2008,24.9411,23.9346,23.7757,0.1589,0.057986352,0.114812977,"LEU",19.6666666666667,24.03,0.510333621768434,519065.35,7315163.01959426,688.111527629672,"ambient","Topsoil
(0-30 cm)"
"Plate_307-3","Plate_307","20-30 cm","380(A6)20-30","(A6)","20-30","High marsh","15.09.2022","Elymus athericus","","Plate_307-3","20.01.2025",2025-07-08 16:24:00,2025-07-08 12:04:00,"111",3,658.75,2595326.75,31667.25,5372,1029390.5,3803046.25,5,513,"380",2.03,22,22.3225,24.9173,24.1846,24.1089,0.0757,0.029173732,0.059222676,"LEU",19.6666666666667,24.03,0.394562457309085,519065.35,9593359.61114674,1745.51098688494,"ambient","Topsoil
(0-30 cm)"
"Plate_307-4","Plate_307","40-50 cm","380(A6)40-50","(A6)","40-50","High marsh","15.09.2022","Elymus athericus","","Plate_307-4","20.01.2025",2025-07-08 16:24:00,2025-07-08 12:04:00,"84",4,135,1775962.25,32251.25,3534.25,803463,1405477.75,5,514,"380",1.99,22.05,21.7891,25.1572,24.3217,24.2594,0.0623,0.018497076,0.03680918,"LEU",19.6666666666667,24.04,0.450419906166361,355192.45,3080274.37510458,1320.74013536064,"ambient","Subsoil
(40-100 cm)"
"Plate_307-5","Plate_307","60-80 cm","380(A6)60-80","(A6)","60-80","High marsh","15.09.2022","Elymus athericus","","Plate_307-5","20.01.2025",2025-07-08 16:24:00,2025-07-08 12:04:00,"56",5,135,1775962.25,32251.25,3688.75,907966.25,920805,5,515,"380",2,22.04,15.8869,18.5784,17.9386,17.8941,0.0445,0.016533531,0.033067063,"LEU",19.6666666666667,24.04,0.509176081867731,355192.45,1768925.75469332,843.919640031402,"ambient","Subsoil
(40-100 cm)"
"Plate_307-6","Plate_307","80-100 cm","380(A6)80-100","(A6)","80-100","High marsh","15.09.2022","Elymus athericus","","Plate_307-6","20.01.2025",2025-07-08 16:24:00,2025-07-08 12:04:00,"112",6,135,1775962.25,32251.25,4453.25,867123.25,992813.25,5,516,"380",2.05,22.03,17.409,20.5846,19.843,19.792,0.051,0.016059957,0.032922912,"LEU",19.6666666666667,24.08,0.485747937491352,355192.45,2002466.60202917,959.084912421873,"ambient","Subsoil
(40-100 cm)"
"Plate_308-1","Plate_308","0-5 cm","260(G5)0-5","(G5)","0-5","Low marsh","12.09.2022","","Festuca rubra, Artemisia maritima","Plate_308-1","20.01.2025",2025-07-08 16:57:00,2025-07-08 12:06:00,"149",1,146.25,1814942,38712.5,5768.75,1111140.75,3855060.5,5,379,"260",2.02,22.04,18.8568,22.64,20.9565,20.6862,0.2703,0.071447452,0.144323853,"LEU",19.15,24.06,0.609039848105339,362988.4,6281550.06077456,689.999506682839,"ambient","Topsoil
(0-30 cm)"
"Plate_308-2","Plate_308","5-10 cm","260(G5)5-10","(G5)","5-10","Low marsh","12.09.2022","","Festuca rubra, Artemisia maritima","Plate_308-2","20.01.2025",2025-07-08 16:57:00,2025-07-08 12:06:00,"143",2,146.25,1814942,38712.5,4650,1086115.25,3456525,5,380,"260",2,22,20.2141,22.464,21.6754,21.5678,0.1076,0.047824348,0.095648695,"LEU",19.15,24,0.595867664090643,362988.4,5754310.36065133,952.018511937962,"ambient","Topsoil
(0-30 cm)"
"Plate_308-3","Plate_308","20-30 cm","260(G5)20-30","(G5)","20-30","Low marsh","12.09.2022","","Festuca rubra, Artemisia maritima","Plate_308-3","20.01.2025",2025-07-08 16:57:00,2025-07-08 12:06:00,"46",3,146.25,1814942,38712.5,4855.75,1391112,3604717,5,381,"260",2.01,22.01,17.6325,20.5505,19.5756,19.4609,0.1147,0.039307745,0.079008568,"LEU",19.15,24.02,0.763801956205763,362988.4,4674369.49822183,936.650072350699,"ambient","Topsoil
(0-30 cm)"
"Plate_308-4","Plate_308","40-50 cm","260(G5)40-50","(G5)","40-50","Low marsh","12.09.2022","","Festuca rubra, Artemisia maritima","Plate_308-4","20.01.2025",2025-07-08 16:57:00,2025-07-08 12:06:00,"42",4,144.25,2193913.5,35260,4436.25,1240291.75,2645164,5,382,"260",2.01,22,17.6572,21.3768,20.0896,19.9647,0.1249,0.033578879,0.067493548,"LEU",19.15,24.01,0.563310950955906,438782.7,4652608.65499213,902.41992585691,"ambient","Subsoil
(40-100 cm)"
"Plate_308-5","Plate_308","60-80 cm","260(G5)60-80","(G5)","60-80","Low marsh","12.09.2022","","Festuca rubra, Artemisia maritima","Plate_308-5","20.01.2025",2025-07-08 16:57:00,2025-07-08 12:06:00,"54",5,144.25,2193913.5,35260,3663.75,1413911.5,2999786.5,5,383,"260",2.03,22.02,16.9472,19.667,18.8963,18.8116,0.0847,0.031141996,0.063218251,"LEU",19.15,24.05,0.642800069373747,438782.7,4625789.20137765,958.765517399863,"ambient","Subsoil
(40-100 cm)"
"Plate_308-6","Plate_308","80-100 cm","260(G5)80-100","(G5)","80-100","Low marsh","12.09.2022","","Festuca rubra, Artemisia maritima","Plate_308-6","20.01.2025",2025-07-08 16:57:00,2025-07-08 12:06:00,"62",6,144.25,2193913.5,35260,3711,1732452,2624084,5,384,"260",2,22.01,18.5183,21.264,20.5122,20.4247,0.0875,0.031868012,0.063736024,"LEU",19.15,24.01,0.787971358032119,438782.7,3290207.31970579,676.09865021154,"ambient","Subsoil
(40-100 cm)"
"Plate_309-1","Plate_309","0-5 cm","251(G5)0-5","(G5)","0-5","Low marsh","13.09.2022","Atriplex portulacoides","Puccinellia maritima, Limonium vulgare","Plate_309-1","20.01.2025",2025-07-08 17:15:00,2025-07-08 12:08:00,"186",1,139.5,1685376.75,32928,6995,1060143,2896716,5,331,"251",2.05,22.02,22.73,25.3717,24.0487,23.8827,0.166,0.062838324,0.128818564,"LEU",18.8833333333333,24.07,0.624873933973517,337075.35,4591558.38499693,616.54293121155,"+1.5°C","Topsoil
(0-30 cm)"
